Date,Age,Gender,Shift,Productivity Score,Temperature,Task Type,Time Taken (mins),Quantity,Line Efficiency,Machine ID,Break Time (mins)
22/3/2023,39,Male,Morning,80.38489024,24.95,Packing,17.62,32,89.61,MCH-204,15.6
22/2/2023,46,Female,Night,80.83346861,23.96,Inspection,37.46,30,56.62,MCH-305,15
6/2/2023,39,Male,Morning,69.62950628,26.33,Assembly,43.28,31,61.9,MCH-101,14.9
2/3/2023,37,Male,Evening,71.88302965,25.89,Assembly,39.62,33,59.69,MCH-305,17.9
18/3/2023,57,Female,Evening,75.44040035,21.48,Packing,48.25,31,72.07,MCH-101,14.1
20/1/2023,26,Female,Evening,61.95172429,26.43,Packing,28.96,36,61.52,MCH-101,21.6
28/1/2023,42,Female,Morning,78.63710051,24.14,Packing,52.68,19,80.78,MCH-204,15.5
9/3/2023,41,Female,Morning,72.2088131,26.97,Inspection,35.04,34,73.15,MCH-101,18.7
17/2/2023,38,Female,Evening,72.58551072,23.44,Inspection,43,19,55.1,MCH-305,10
9/2/2023,52,Male,Morning,74.34640666,26.06,Packing,47.78,27,77.8,MCH-101,13.3
22/1/2023,30,Male,Morning,69.24529573,25.43,Packing,61.5,34,79.12,MCH-305,17.7
6/2/2023,58,Female,Morning,68.25599535,26.61,Packing,24.19,33,62.71,MCH-305,16
26/2/2023,33,Male,Morning,66.3141215,26.25,Assembly,27.61,25,58.56,MCH-305,15.1
1/3/2023,41,Male,Morning,77.53361936,25.49,Packing,36.9,30,73.99,MCH-204,18.2
20/1/2023,40,Female,Morning,73.56431851,22.93,Inspection,31.29,27,76.59,MCH-305,21.4
18/1/2023,53,Female,Morning,82.37172117,23.05,Assembly,26.98,34,59.97,MCH-204,11.5
9/1/2023,82,Male,Evening,30,49.17,Packing,19.75,30,79.24,MCH-101,18
14/2/2023,31,Male,Morning,63.79990789,25.98,Inspection,36.26,27,64.26,MCH-101,13.7
1/1/2023,20,Female,Evening,55.18877062,24.78,Assembly,42.95,32,81.83,MCH-204,17.6
27/3/2023,34,Male,Night,59.61341501,27.25,Assembly,38.52,33,54.2,MCH-101,13.6
21/2/2023,53,Female,Morning,73.7588312,25.44,Inspection,18.7,29,62.67,MCH-101,16.6
9/1/2023,20,Male,Night,61.26008119,24.07,Inspection,18.94,33,67.92,MCH-101,16.9
12/3/2023,55,Female,Night,76.92289264,25.44,Assembly,35.61,38,60.09,MCH-101,12.9
5/3/2023,41,Male,Morning,73.52467337,26.45,Inspection,32.61,20,69.68,MCH-305,13.6
27/2/2023,79,Female,Evening,30,51.6,Assembly,31.82,36,66.53,MCH-101,14.4
13/1/2023,32,Male,Morning,37.21604668,29.76,Assembly,32.22,37,67.9,MCH-305,10.1
7/2/2023,42,Female,Evening,74.82526295,24.66,Assembly,30.02,32,65.96,MCH-101,16.4
22/3/2023,32,Male,Morning,68.34093432,25.85,Assembly,36.49,28,57.09,MCH-204,19.4
6/1/2023,24,Male,Night,57.06999996,26.85,Packing,46.01,22,69.77,MCH-204,11.2
26/1/2023,46,Female,Morning,75.93388163,25.95,Inspection,25.66,30,68.74,MCH-305,17
23/3/2023,46,Male,Morning,81.58144597,25,Packing,39.53,28,59.91,MCH-204,16
7/3/2023,24,Female,Morning,59.73688094,22.9,Packing,35.83,23,82.49,MCH-305,12.9
21/2/2023,,Male,Night,77.37247195,24.98,Packing,17.17,27,73.15,MCH-101,21.1
2/1/2023,29,Male,Night,72.78630686,23.85,Packing,28.44,30,77.2,MCH-204,18.5
10/1/2023,46,Male,Night,78.04996043,22.55,Assembly,35.1,31,61.91,MCH-305,18.7
28/2/2023,49,Female,Evening,83.18079028,24.41,Assembly,56.64,25,46.91,MCH-305,15.1
2/1/2023,49,Male,Morning,79.67805431,23.91,Assembly,27.75,18,87.44,MCH-101,10.5
20/2/2023,57,Male,Night,70.46822769,27.17,Assembly,28.9,29,71.69,MCH-101,15.5
15/1/2023,50,Male,Evening,66.3266075,27.2,Packing,39.13,25,73.64,MCH-204,14.6
3/2/2023,32,Male,Night,69.86280563,24.19,Assembly,33.87,28,73.21,MCH-305,18.1
4/2/2023,24,Female,Night,64.428123,25.48,Packing,22.38,20,73.99,MCH-101,13.2
25/1/2023,44,Male,Evening,70.26364611,,Assembly,17.65,28,59.36,MCH-204,19
24/2/2023,56,Female,Night,79.201628,25.01,Inspection,16.39,32,59.71,MCH-305,13.1
9/1/2023,59,Male,Night,64.39478147,26.8,Inspection,43.5,28,59.74,MCH-101,17.1
19/3/2023,29,Female,Evening,53.41176298,27.65,Inspection,24.7,31,75.51,MCH-204,12.8
7/1/2023,29,Male,Morning,72.51832313,24.57,Inspection,58.7,29,57.87,MCH-204,14.9
13/1/2023,,Male,Morning,68.88703721,,Assembly,29.72,20,54.71,MCH-101,11
9/3/2023,91,Female,Evening,30,50.29,Inspection,42.71,30,63.57,MCH-101,15.2
4/2/2023,42,Male,Evening,67.67166006,27.29,Inspection,23.38,26,67.28,MCH-305,12
8/1/2023,41,Male,Morning,67.27798829,27.42,Packing,36.9,23,69.5,MCH-305,16.7
20/1/2023,34,Female,Morning,42.66443732,29.34,Inspection,49.13,33,65.14,MCH-101,17.1
15/1/2023,32,Male,Morning,52.49211855,26.99,Assembly,31.5,31,74.84,MCH-204,15
13/2/2023,53,Male,Night,76.80091402,25.92,Packing,24.14,27,81.67,MCH-101,13
21/1/2023,38,Male,Morning,69.62498237,21.61,Assembly,31.28,29,70.49,MCH-305,16.2
27/3/2023,52,Female,Evening,70.94251945,21.96,Packing,32.84,31,81.62,MCH-305,17.9
26/3/2023,58,Female,Morning,73.60005942,26.26,Assembly,25.14,22,75.5,MCH-101,14.5
3/2/2023,,Female,Night,72.46798911,25.28,Inspection,51.53,24,60.45,MCH-305,13.7
11/3/2023,28,Female,Morning,66.72641577,23.79,Packing,35.19,25,61.53,MCH-204,11.2
15/3/2023,41,Male,Night,74.82197342,26.13,Inspection,47.8,32,61.03,MCH-305,15.7
14/2/2023,45,Male,Evening,68.94970601,26.23,Assembly,45.74,38,68.09,MCH-204,18.2
13/3/2023,31,Male,Morning,53.75647308,27.89,Assembly,52.01,33,67.21,MCH-305,19.3
10/1/2023,44,Male,Night,76.01420699,26.27,Packing,22.41,31,75.95,MCH-204,15.7
21/1/2023,40,Male,Evening,55.2037889,28.46,Assembly,41.45,25,68.43,MCH-101,10.8
3/3/2023,,Female,Evening,72.47217734,26.02,Assembly,29.96,34,72.48,MCH-204,13.6
4/3/2023,30,Female,Night,59.95487475,27.29,Packing,33.58,28,58.32,MCH-101,18.5
15/3/2023,59,Female,Evening,61.4689221,28.13,Inspection,24.19,25,72.42,MCH-305,17.5
25/3/2023,57,Female,Night,76.49470463,24.04,Packing,58.25,34,65.22,MCH-204,11.9
19/3/2023,27,Female,Evening,30,31.63,Assembly,27.65,37,64.49,MCH-204,20.9
1/3/2023,26,Male,Night,56.03182634,26.75,Assembly,41.53,34,63.54,MCH-305,11.8
28/3/2023,41,Female,Morning,67.95043347,26.76,Packing,22.14,42,85.11,MCH-305,13.8
16/1/2023,21,Female,Morning,53.99792061,27.05,Packing,32.46,26,58.2,MCH-204,16.5
4/2/2023,31,Male,,35.27077188,29.75,Inspection,45.61,28,76.77,MCH-101,14.8
12/1/2023,37,Male,Evening,63.37734038,27.59,Assembly,38.47,26,69.53,MCH-305,14
21/2/2023,58,Female,Night,71.90359932,22.79,Assembly,25.58,26,56.4,MCH-204,15
24/2/2023,59,Male,Morning,48.92633741,28.81,Inspection,27.85,37,67.02,MCH-305,18.1
14/3/2023,26,Male,Morning,66.68170861,25.32,Packing,36.63,24,46.63,MCH-305,20.8
27/3/2023,55,Female,Night,66.33375107,26.21,Packing,34.83,27,87.2,MCH-101,15.9
3/2/2023,23,Male,Night,65.03953079,23.44,Inspection,21.87,36,66.32,MCH-101,13.1
15/3/2023,49,Male,Evening,67.73777784,27.05,Packing,31.19,32,81.15,MCH-101,15.3
11/2/2023,53,Male,Evening,82.03923022,24.7,Inspection,33.54,25,83.46,MCH-204,20.9
19/3/2023,55,Male,Evening,72.62696528,26.2,Packing,40.68,30,64.32,MCH-305,17.4
6/3/2023,28,Male,Morning,68.58818093,25.43,Packing,45.13,22,70.29,MCH-101,19
15/1/2023,55,Female,Morning,38.80281832,29.85,Packing,41.71,29,71.85,MCH-204,17.5
19/2/2023,24,Male,Night,30,29.96,Inspection,38.4,30,89,MCH-101,17.8
21/2/2023,,Male,Morning,72.41060529,26.09,Inspection,38.63,31,68.09,MCH-101,15.1
27/2/2023,38,Male,Night,73.72577841,26.13,Inspection,39.77,39,69.46,MCH-305,19.3
26/1/2023,32,Female,Night,72.87882316,25.25,Assembly,44.57,34,56.01,MCH-204,6.5
15/2/2023,20,Male,,40.89104702,28.21,Assembly,51.92,24,61.06,MCH-305,16.7
30/1/2023,50,Male,,76.74716137,25.34,Inspection,25.27,31,65,MCH-101,16.4
13/2/2023,33,Female,Night,78.41324616,25.16,Assembly,30.52,30,83.01,MCH-305,12.4
11/2/2023,46,Male,Morning,56.16772661,27.96,Assembly,45.11,39,88.93,MCH-204,16
6/2/2023,,Male,Evening,66.7855587,27.2,Packing,25.05,28,75.01,MCH-101,16.8
28/1/2023,34,Male,Night,70.85858816,25.92,Packing,22.04,31,73.51,MCH-101,9.8
11/1/2023,55,Male,Night,74.43643979,22.84,Packing,28.58,31,76.85,MCH-101,16.1
15/2/2023,23,Male,Night,54.8566675,27.29,Assembly,35.74,25,63.15,MCH-101,18.9
17/2/2023,49,Female,Morning,40.59947477,29.88,Assembly,30.22,22,83.9,MCH-204,20
27/1/2023,95,Male,Morning,30,48.26,Inspection,38.7,29,55.69,MCH-305,16.9
11/2/2023,35,Male,Morning,54.05211417,28.92,Assembly,32.16,33,65.45,MCH-204,14.8
8/3/2023,30,Male,Morning,68.00767203,24.31,Assembly,31.55,23,76.53,MCH-101,17.9
26/2/2023,20,Female,Morning,49.72239013,27.29,Inspection,18.31,30,65.19,MCH-204,12.5
25/2/2023,57,Female,Night,70.67652375,27.2,Inspection,40.99,27,94.68,MCH-101,17.4
3/3/2023,57,Male,Morning,73.82433908,25.54,Inspection,41.12,20,76.68,MCH-101,14.9
28/1/2023,,Male,Night,61.3013453,27.2,Packing,33.13,31,79.84,MCH-305,18.6
28/1/2023,21,Male,Evening,58.03801903,26.2,Inspection,36.49,32,62.41,MCH-101,13.6
20/3/2023,24,Male,Morning,66.5314004,23.17,Packing,36.47,33,79.65,MCH-204,20.2
12/2/2023,22,Male,Morning,64.98390268,23.37,Assembly,45.51,34,78.1,MCH-204,18.7
2/1/2023,53,Male,Morning,80.43925572,23.24,Assembly,37.23,30,85.65,MCH-305,16.1
30/1/2023,55,Female,Evening,70.57710605,26.98,Packing,21.65,32,48.08,MCH-305,15.9
29/3/2023,26,Male,Morning,30,30.13,Packing,54.08,31,62.19,MCH-101,20.2
23/2/2023,49,Male,Night,52.65749839,28.72,Packing,47.89,17,73.36,MCH-101,21.5
14/2/2023,27,Male,Morning,74.36164732,22.21,Assembly,35.5,23,73.66,MCH-101,14
10/2/2023,34,Female,Morning,47.88898948,28.84,Assembly,36.55,26,69.55,MCH-101,14.1
8/3/2023,43,Male,Night,54.88280965,27.87,Inspection,37.89,30,54.72,MCH-204,19
26/2/2023,48,Male,Evening,81.16874784,22.91,Inspection,27.29,31,71.97,MCH-101,8
18/1/2023,54,Male,Morning,77.45521378,25.39,Assembly,46.15,33,73.09,MCH-305,7.4
25/1/2023,21,Female,Night,46.17475324,28.19,Inspection,45.11,33,69.97,MCH-204,12.8
18/3/2023,27,Female,Morning,54.74398153,27.2,Inspection,34.14,31,69.63,MCH-204,16
18/1/2023,31,Male,Night,71.53759057,23.38,Packing,41.72,32,79.42,MCH-101,11.8
26/3/2023,32,Female,Night,63.78092748,27.22,Assembly,45.43,38,68.46,MCH-101,11.4
25/1/2023,59,Female,Night,63.55371849,27.29,Packing,37.27,32,57.5,MCH-204,13.7
16/1/2023,51,Male,Night,70.07255357,27.29,Assembly,24.69,30,84.03,MCH-305,19.2
21/3/2023,32,Female,Morning,48.59867399,28.28,Assembly,41.86,32,83.47,MCH-101,14
16/3/2023,75,Male,Night,30,50.38,Packing,35.56,34,69.6,MCH-204,18.5
19/1/2023,39,Male,Morning,78.2167087,25,Assembly,24.05,38,78.75,MCH-204,15.5
8/2/2023,40,Male,Evening,63.36034065,27.78,Packing,45.35,,54.76,MCH-101,19.8
11/2/2023,41,Male,Morning,55.71749491,27.95,Packing,37.37,22,68.56,MCH-305,14.4
27/2/2023,25,Female,Evening,42.56133627,28.62,Assembly,32.7,31,52.86,MCH-204,16.4
1/3/2023,57,Male,Night,58.05515337,27.75,Assembly,55.72,23,81.25,MCH-204,15.8
13/3/2023,20,Male,Evening,42.12801089,28.16,Packing,29.55,29,55.04,MCH-204,14.8
2/3/2023,26,Male,Morning,49.69646004,27.47,Inspection,25.57,39,65.89,MCH-101,17.6
17/1/2023,29,Female,Morning,61.67254601,26.53,Inspection,36.56,30,72.16,MCH-204,17.2
26/2/2023,31,Female,Night,71.46798665,26.18,Assembly,33.45,30,78.24,MCH-204,15.9
19/2/2023,41,Female,Evening,75.25650045,25.53,Assembly,29.41,28,,MCH-101,9.4
13/3/2023,20,Male,Evening,67.0470289,23.58,Inspection,49.09,38,81.43,MCH-305,11.7
2/1/2023,47,Female,Evening,67.51870073,27.29,Assembly,23.78,32,78.04,MCH-204,12.4
11/3/2023,58,Female,Morning,74.71003792,25.44,Assembly,38.1,28,83.09,MCH-101,15.9
24/2/2023,24,Female,Evening,60.21447,26.48,Inspection,35.87,37,52.45,MCH-305,15.1
25/3/2023,31,Male,Evening,41.94986835,28.88,Assembly,34.89,31,65.15,MCH-101,12.9
29/1/2023,40,Male,Morning,74.61773137,25.92,Inspection,46.55,28,74.51,MCH-305,12.7
8/2/2023,57,Male,Evening,68.9141987,27.29,Inspection,55.54,20,85.74,MCH-101,17.3
1/3/2023,47,Male,Night,59.4673847,28.16,Inspection,35,31,64.95,MCH-305,13
22/1/2023,50,Male,Night,80.44976713,25.54,Assembly,43.88,28,89.65,MCH-305,7.8
13/1/2023,43,Male,Morning,67.14158133,27.19,Packing,35.41,28,73.53,MCH-101,15.7
15/2/2023,36,Male,Morning,69.89985925,25.51,Packing,35.79,28,62.88,,13.6
7/1/2023,27,Male,Evening,49.09086851,28.64,Packing,39.51,21,58.45,MCH-305,17.5
12/2/2023,54,Male,Morning,69.76537982,27.27,Assembly,36.69,43,77.36,MCH-101,12.9
13/2/2023,52,Female,Morning,79.8005124,23.62,Assembly,25.89,27,63.6,MCH-204,14.5
24/3/2023,21,Male,Night,60.07878848,26.32,Assembly,48.31,33,67.28,MCH-204,16
13/3/2023,48,Female,Evening,47.14339874,29.3,Assembly,39.49,29,71.62,MCH-101,8.6
27/3/2023,23,Female,Morning,68.24172806,25.64,Packing,34.53,16,72,MCH-101,13.4
2/3/2023,49,Female,Morning,62.31643658,27.29,Inspection,28.74,29,89.12,MCH-305,12.8
4/2/2023,53,Female,Morning,65.3614558,27.09,Assembly,37.92,31,73.94,MCH-101,13.7
2/3/2023,25,Male,Morning,64.88083909,23.93,Assembly,32.57,27,63.95,MCH-204,13.6
9/1/2023,37,Female,Morning,62.9161521,27.02,Assembly,36.82,37,62.54,MCH-101,15.1
5/2/2023,41,Female,Night,66.51290246,,Inspection,33.11,39,86.67,MCH-204,15.7
2/1/2023,42,Male,Night,68.18731681,,Packing,26.69,31,64.85,MCH-204,17
19/1/2023,57,Male,Morning,57.82306999,28.15,Assembly,51.1,32,75.85,MCH-101,16.7
5/2/2023,23,Female,Evening,51.77946019,27.29,Packing,25.56,24,71.92,MCH-204,18.7
11/2/2023,35,Male,Night,71.92298712,25.39,Assembly,27.19,24,74.21,MCH-204,18
10/1/2023,41,Male,Night,69.57920866,26.89,Packing,41.78,27,83.98,MCH-305,19.3
4/1/2023,32,Female,Morning,68.82067327,25.88,Assembly,38.1,40,72.83,MCH-204,18.8
26/2/2023,25,Female,Night,61.59547332,26.03,Packing,41.61,27,78.17,MCH-305,13.6
8/3/2023,39,Male,Morning,60.85480194,27.31,Assembly,40.03,37,73.06,MCH-305,14.2
16/1/2023,40,Male,Morning,64.46049618,27.29,Assembly,27.47,26,65.46,MCH-305,14.4
27/1/2023,46,Male,Evening,74.96464371,26.08,Packing,41.7,25,74.94,MCH-305,18.7
17/3/2023,32,Female,Night,73.50312782,25.38,Packing,28.57,27,63.49,MCH-204,14.5
16/2/2023,58,Female,Morning,76.70042316,22.83,Inspection,45.54,27,58.36,MCH-204,17.5
13/3/2023,40,Male,Morning,72.8844094,24.16,Inspection,25.02,26,75.82,MCH-101,9.5
27/1/2023,31,Male,Morning,42.7359684,29.14,Inspection,27.07,38,74.64,MCH-305,8.9
23/1/2023,58,Female,Evening,68.76763477,26.77,Inspection,27.35,30,73.61,MCH-204,19.1
23/3/2023,56,Male,Night,75.11358048,23.35,Packing,38.1,29,69.77,MCH-305,16.7
8/1/2023,39,Male,Morning,77.53661848,22.92,Inspection,34.48,30,69.28,MCH-305,18.8
14/1/2023,20,Male,Morning,64.13535677,25.78,Assembly,36.15,35,59.17,MCH-101,10.7
16/3/2023,43,Female,Morning,62.77784984,27.29,Packing,33.82,30,51.38,MCH-305,15.8
26/1/2023,42,Male,Morning,71.55767519,25.63,Assembly,34.47,32,78.88,MCH-204,10.8
15/2/2023,25,Female,Morning,56.19326844,27.29,Inspection,30.18,35,78.74,MCH-204,17.9
24/2/2023,45,Female,Evening,68.24304912,26.7,Inspection,19.89,25,67.49,MCH-204,15.4
6/2/2023,53,Male,Evening,72.77434719,26.94,Inspection,21.05,26,84.72,MCH-204,14.9
16/3/2023,24,Female,Evening,62.58391663,23.33,Packing,26.99,31,75,MCH-305,17.9
26/3/2023,41,Female,Morning,58.93985492,27.88,Assembly,31.78,26,73.38,MCH-204,15
17/1/2023,25,Male,Evening,68.40551672,25.33,Assembly,49.65,29,90.18,MCH-101,14.9
26/3/2023,49,Female,Morning,62.4936558,27.73,Packing,24.81,24,57.45,MCH-305,10.9
28/1/2023,36,Male,Evening,77.16697264,24.37,Inspection,24.08,26,69.53,MCH-204,19.3
20/2/2023,75,Male,Morning,30,50.41,Inspection,16.8,36,61.48,MCH-204,15.6
28/3/2023,86,Male,Night,30,52.71,Packing,40.01,28,66.32,MCH-101,16.9
7/2/2023,41,Female,Morning,69.10128216,27.29,Assembly,32.87,28,69.33,MCH-305,11.2
10/2/2023,43,Male,Morning,71.57369061,26.81,Assembly,22.06,26,69.56,MCH-101,19.4
6/3/2023,27,Male,Night,67.15480729,25.47,Assembly,34.71,26,59.27,MCH-101,15.8
9/2/2023,57,Female,Evening,79.02760237,24.7,Assembly,29.17,25,70.68,MCH-204,20.4
4/2/2023,49,Female,Morning,45.32329599,29.21,Inspection,47.95,24,61.75,MCH-204,18.2
9/3/2023,52,Female,Night,60.23093636,28.1,Inspection,28.29,26,81.97,MCH-101,7.9
28/3/2023,37,Female,Morning,80.62016583,24.48,Packing,51.98,29,77.65,MCH-305,17.6
13/2/2023,38,Male,Night,68.47057534,27.14,Packing,36.72,33,73.44,MCH-305,18
24/3/2023,77,Female,Night,30,50.57,Packing,31.05,30,65.24,MCH-305,17.1
22/3/2023,51,Male,Evening,64.86109544,27.29,Inspection,32.43,25,71.55,MCH-101,15.8
27/1/2023,53,Male,Evening,60.88191243,28.07,Inspection,37.93,27,77.07,MCH-305,14.6
24/3/2023,20,Male,Evening,52.18494132,22.59,Inspection,32.32,27,66.6,MCH-204,15.1
8/2/2023,46,Female,Evening,64.27471368,27.85,Packing,25.74,27,54.1,MCH-101,19.4
10/3/2023,24,Female,Morning,66.68380585,25.49,Inspection,41.31,28,77.19,MCH-101,19.6
1/2/2023,90,Male,Morning,30,50,Assembly,44.92,34,75.3,MCH-101,14.6
9/1/2023,53,Male,Morning,61.81556815,27.2,Inspection,45.27,33,73.21,MCH-305,12.8
9/3/2023,30,Male,Night,57.61939853,27.16,Assembly,33.4,38,62.41,MCH-305,19
11/2/2023,51,Female,Morning,76.19165312,24.35,Assembly,45.92,26,79.6,MCH-204,17.9
8/2/2023,38,Male,Evening,59.25158258,27.44,Assembly,38.15,24,81.49,MCH-305,15.8
23/2/2023,29,Female,Night,64.82836816,26.23,Inspection,32.07,28,72.82,MCH-305,12.3
19/2/2023,33,Male,Night,73.50556715,23.49,Packing,29.39,36,66.04,MCH-305,10.1
29/3/2023,41,Male,Morning,72.67908794,25.66,Assembly,44.21,19,66.25,MCH-305,17.4
13/3/2023,50,Female,Morning,54.3410548,28.76,Assembly,18.17,31,66.05,MCH-204,13.5
7/1/2023,44,Male,Night,42.59478569,29.35,Inspection,48.89,28,65.59,MCH-204,13.4
7/1/2023,57,Male,Morning,65.32779537,27.29,Inspection,36.26,33,66.46,MCH-204,16.4
10/3/2023,81,Male,Morning,30,48.9,Assembly,29.03,32,73.23,MCH-305,13.5
28/1/2023,50,Female,Night,70.23412987,26.98,Packing,27.85,33,78.96,MCH-305,13.6
18/3/2023,78,Male,Night,30,52.01,Inspection,30.57,32,84.51,MCH-101,13
24/1/2023,31,Male,Night,62.68193608,27.45,Assembly,42.06,44,60.87,MCH-101,17.1
27/3/2023,36,Male,Night,54.4440503,27.57,Packing,38.12,39,62.5,MCH-305,12.2
30/1/2023,24,Female,Morning,55.59591605,26.73,Inspection,30.41,34,78.44,MCH-101,10.6
25/3/2023,34,Female,Morning,66.75846241,27.29,Packing,29.59,28,60.87,MCH-204,12.1
22/1/2023,57,Female,Morning,68.05063911,24.78,Assembly,38.14,28,58.42,MCH-204,19.3
6/2/2023,37,Male,Morning,74.54720786,22.2,Packing,62.44,36,60.57,MCH-204,13.3
2/3/2023,24,Female,Night,60.03747967,26.68,Assembly,62.33,36,68.24,MCH-101,16.5
16/1/2023,46,Male,Morning,68.72766281,27.29,Inspection,45.51,26,86.36,MCH-204,14.1
28/2/2023,58,Female,Evening,64.61765025,27.12,Assembly,27.26,20,68.72,MCH-204,14.4
3/1/2023,54,Female,Night,71.412818,,Assembly,42.54,21,72.74,MCH-204,19.1
10/3/2023,95,Female,Night,30,47.92999554,Inspection,27.56,36,58.02,MCH-305,15.4
9/3/2023,38,Female,Morning,30,30.11,Assembly,32.71,37,80.74,MCH-305,20
21/1/2023,41,Male,Evening,72.14096937,26.16,Packing,48.66,30,78.72,MCH-204,20.8
9/2/2023,29,Male,Evening,67.08168974,25.88,Inspection,32.56,32,65.31,MCH-204,19.8
10/1/2023,30,Female,Morning,63.57927475,26.62,Packing,32.17,39,63.13,MCH-305,13.4
19/1/2023,,Female,Morning,32.16548619,30.06,Inspection,29.94,40,79.58,MCH-305,15.5
21/3/2023,59,Female,Morning,67.60196708,,Assembly,26.83,33,67.74,MCH-101,19.4
2/3/2023,49,Female,Night,69.25548011,26.41,Packing,32.38,30,63.36,MCH-305,17.4
27/3/2023,77,Male,Night,30,48.8,Inspection,42.4,28,66.33,MCH-204,18.5
9/3/2023,52,Male,Evening,67.04972789,27.2,Packing,41.77,29,72.39,MCH-305,18.7
9/2/2023,,Male,Morning,67.24499986,27.2,Inspection,37.94,26,77.32,MCH-204,18.9
9/2/2023,24,Female,Evening,34.10108044,28.69,Inspection,46.76,33,73.23,MCH-101,12.1
24/3/2023,55,Male,Night,39.69848789,29.6,Packing,17.75,29,72.72,MCH-305,14.8
24/1/2023,22,Male,Morning,61.29077692,26.9,Packing,35.53,26,67.6,MCH-101,13.1
5/1/2023,39,Male,Morning,61.94884781,,Packing,27.91,36,71.46,MCH-204,14.7
14/3/2023,43,Female,Morning,30,30.99,Packing,54.84,33,66.09,MCH-204,15.6
10/1/2023,34,Male,Evening,73.450232,25.14,Inspection,32.44,31,67.3,MCH-204,15.3
19/3/2023,,Male,Night,76.91179585,24.86,Packing,42.42,29,84.22,MCH-204,13.2
22/2/2023,27,Male,Night,66.51296255,22.45,Packing,44.97,32,70.42,MCH-101,11.2
1/3/2023,,Female,Morning,54.60445609,28.79,Packing,,28,66.32,MCH-305,10.4
14/2/2023,32,Female,Morning,53.30562226,27.94,Packing,44.3,44,63.26,MCH-305,20.5
2/1/2023,,Female,Evening,30,30.84,Packing,45.42,41,47.99,MCH-204,18.7
7/3/2023,,Female,Morning,77.3927544,23.22,,42.9,26,90.87,MCH-204,16
28/2/2023,25,Male,Night,40.37295307,28.92,Assembly,29.78,29,91.96,MCH-101,6.4
2/1/2023,56,Female,Morning,74.94219416,26.14,Assembly,20.69,26,76.28,MCH-101,12.5
26/3/2023,,Male,Evening,63.2756288,,Inspection,56.38,21,59.65,MCH-204,16.5
2/1/2023,81,Male,Night,30,49.61,Packing,32.09,39,97.35,MCH-204,17.5
16/1/2023,26,Female,Night,38.28576665,28.94,Packing,45.04,29,55.96,MCH-305,14.1
1/2/2023,81,Female,Night,30,49.01,Inspection,30.35,25,73.93,MCH-305,16.7
20/1/2023,31,Female,Morning,66.31835013,25.92,Packing,55.98,21,52.87,MCH-305,14.7
27/3/2023,43,Male,Morning,65.88402506,27.2,Packing,30.02,31,48.28,MCH-204,18.4
18/2/2023,26,Male,Evening,66.09665821,24.47,Packing,36.01,32,72.32,,14.9
22/2/2023,38,Male,Morning,76.15519796,24.84,Assembly,58.22,32,73.59,MCH-101,14.8
27/2/2023,24,Female,Evening,61.38481775,25.07,Packing,19.02,35,71.19,MCH-101,13.5
31/1/2023,41,Male,Evening,74.31642838,22.29,Assembly,47.06,34,84.93,MCH-204,
28/1/2023,20,Female,Evening,46.12344847,27.72,Packing,34.75,24,69.52,MCH-204,16.2
29/1/2023,,Male,Morning,55.19950024,28.38,Packing,42.08,25,78.12,MCH-101,11.5
30/1/2023,80,Male,Evening,30,49.76,Inspection,31.52,35,62.17,MCH-101,16.2
26/2/2023,27,Male,Evening,64.98757046,26.7,Inspection,51.36,27,82.95,MCH-101,15.6
22/3/2023,26,Male,Morning,61.81745727,25.47,Packing,26.88,23,83.8,MCH-204,17.9
6/1/2023,53,Male,Night,73.39021877,26.66,Packing,35.37,23,67.45,MCH-305,14.7
6/1/2023,22,Male,Morning,65.12736786,24.74,Packing,44.35,35,73.75,MCH-305,12.1
15/2/2023,37,Female,Night,80.53553657,24.23,Assembly,26.8,35,63.01,MCH-204,13.6
16/1/2023,43,Male,Morning,56.05512373,28.1,Packing,36.27,31,67.8,MCH-305,20.5
10/1/2023,40,Female,Night,73.68152302,25.87,Inspection,24.75,25,77.37,MCH-101,14.4
13/1/2023,47,Male,Evening,35.01881419,30.04,Assembly,30.98,30,74.85,MCH-305,18.1
8/2/2023,,Male,Morning,72.52004042,26.09,Packing,61.25,29,52.71,MCH-101,10.9
27/1/2023,35,Female,Morning,74.54607369,24.15,Assembly,48.42,28,58.63,MCH-204,16.2
12/2/2023,53,Female,Night,61.80530265,28.45,Assembly,41.66,33,64.12,MCH-204,10.4
26/1/2023,32,Male,Night,64.68634283,27.26,Assembly,38.69,28,72.2,MCH-101,15.2
29/1/2023,59,Female,Morning,57.80126488,27.45,Assembly,19.34,33,60.82,MCH-101,12.8
22/3/2023,40,Female,Evening,60.46963529,28.38,Packing,33.13,32,55.86,MCH-305,12.2
5/3/2023,49,Male,Evening,78.48183277,24.69,Inspection,44.22,23,43.71,MCH-101,11.9
6/3/2023,85,Male,Morning,30,50.8,Assembly,30.58,40,90.86,MCH-204,14.4
14/3/2023,51,Female,Evening,78.06244401,25.66,Inspection,38.61,33,72.02,MCH-204,9.3
19/2/2023,54,Male,Night,77.43178672,23.42,Assembly,24.97,22,55.57,MCH-305,10.7
11/2/2023,,Male,Night,78.15109565,25.47,Inspection,24.12,23,80.33,MCH-101,15.3
27/3/2023,21,Female,Night,39.18025805,28.67,Assembly,57.81,38,84.94,MCH-101,9.8
